"iid","name_"
"IID000000002154189","BMO Real Estate Investments Limited Ord 1P"
"IID000000002160367","C C LAND HOLDINGS LIMITED"
"IID000000002166059","FRANCE BED HOLDINGS CO.,LTD."
"IID000000002157961","Asahi Diamond Industrial Co., Ltd."
"IID000000002175762","MINISCRIBE CORPORATION"
"IID000000002141793","DYNEX CAPITAL, INC."
"IID000000002201840","MIDAS SPOLKA AKCYJNA"
"IID000000002177423","Nishi-Nippon Railroad Co., Ltd."
"IID000000002145826","TRUBNAYA METALLURGICHESKAYA KOMPANIYA PAO"
"IID000000002203040","TURK TELEKOMUNIKASYON ANONIM SIRKETI"
"IID000000002182353","SUNDRUG CO.,LTD."
"IID000000002132228","GEKE SA"
"IID000000002168527","Guinness Ghana Breweries Ltd"
"IID000000002126737","North China Pharmaceutical Co., Ltd."
"IID000000002196503","GRAVITY CO., LTD."
"IID000000002124332","INCYTE CORPORATION"
"IID000000002168481","Guangzhou Lingnan Group Holdings Company Limited"
"IID000000002168050","Tongyang Cement & Energy Corp."
"IID000000002148452","KAMCO Investment Company K.S.C.P"
"IID000000002126834","Hallador Energy Company"
"IID000000002123710","BCE INC."
"IID000000002140467","MS AMLIN PLC"
"IID000000002190757","Zetton Inc"
"IID000000002151638","Geox S.p.A."
"IID000000002148756","AVIC International Holdings Limited"
"IID000000002181265","REMGRO LIMITED"
"IID000000002153266","INNOVIVA, INC."
"IID000000002132147","AMPCO-PITTSBURGH CORPORATION"
"IID000000002163201","CULP, INC."
"IID000000002133670","China Shipbuilding Industry Group Power Co., Ltd."
"IID000000002158801","MBANK SPOLKA AKCYJNA"
"IID000000002143430","Italcementi Fabbriche Riunite Cemento S.p.A. Bergamo"
"IID000000002187172","TOWN SPORTS INTERNATIONAL HOLDINGS, INC."
"IID000000002143598","Jiangxi Hongdu Aviation Industry Co., Ltd."
"IID000000002127298","TAL INTERNATIONAL GROUP, INC."
"IID000000002179215","PEGASUS GAMING, CORP."
"IID000000002179812","STARMALLS, INC."
"IID000000002145291","ESSENDANT INC."
"IID000000002143918","ORANGE BELGIUM"
"IID000000002223375","KANSAS GAS AND ELECTRIC COMPANY"
"IID000000002138991","Akikawa Foods & Farms Co Ltd"
"IID000000002162315","COCA-COLA CONSOLIDATED, INC."
"IID000000002140236","AGRO TECH FOODS LIMITED"
"IID000000002184204","Sofia Hotel Balkan AD"
"IID000000002161383","CENTRAL EUROPEAN MEDIA ENTERPRISES LTD"
"IID000000002180566","Qassim Cement Company SJSC"
"IID000000002187184","Toyo Kohan Co.,Ltd."
"IID000000002134600","PROVIDENT FINANCIAL PLC"
"IID000000002141621","China Shenhua Energy Company Limited"
"IID000000002162574","Companhia Energetica de Minas Gerais - CEMIG"
"IID000000002150685","SHiDAX CORPORATION"
"IID000000002135785","MYLAN LABORATORIES LIMITED"
"IID000000002132599","VSTECS HOLDINGS LIMITED"
"IID000000002229031","Nomura Europe Finance N.V."
"IID000000002223435","INDIANA GAS COMPANY, INC."
"IID000000002141299","TOKAI CARBON CO., LTD."
"IID000000002123863","Agros Development Company Proodos Public Ltd"
"IID000000002181637","ROGERS CORPORATION"
"IID000000002174906","MARSHALLS PLC"
"IID000000002147865","Barwa Real Estate Company Q.P.S.C."
"IID000000002144891","THE MAURITIUS COMMERCIAL BANK LIMITED"
"IID000000002125235","WESTPAC BANKING CORPORATION"
"IID000000002133310","RINNAI CORPORATION"
"IID000000002136778","HERMAN MILLER, INC."
"IID000000002185954","TSURUHA HOLDINGS INC."
"IID000000002166427","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A."
"IID000000002146578","HONG LEONG CAPITAL BERHAD"
"IID000000002166112","FUTABA INDUSTRIAL CO., LTD."
"IID000000002164296","Pan Pacific International Holdings Corporation"
"IID000000002196426","Crombie Real Estate Investment Trust"
"IID000000002160790","Cal-Comp Electronics (Thailand) Public Company Limited"
"IID000000002129571","Marawila Resorts PLC"
"IID000000002137927","GOL LINHAS AEREAS INTELIGENTES S.A."
"IID000000002133549","KENNEDY-WILSON HOLDINGS, INC."
"IID000000002228442","Stadshypotek AB"
"IID000000002187264","TRANSATLANTIC HOLDINGS, INC"
"IID000000002138797","SKYLINE CHAMPION CORPORATION"
"IID000000002136012","Fernheizwerk Neukoelln Aktiengesellschaft"
"IID000000002142232","KYOKUTO KAIHATSU KOGYO CO., LTD."
"IID000000002157075","AMAZON.COM, INC."
"IID000000002183214","Sernova Corp"
"IID000000002160525","CHALLENGER LIMITED"
"IID000000002126784","Hansen Technologies Ltd"
"IID000000002187999","Union Investment Corporation PSC"
"IID000000002125186","CRAWFORD & COMPANY"
"IID000000002140476","SHUN TAK HOLDINGS LIMITED"
"IID000000002190014","YOROZU CORPORATION"
"IID000000002184713","Sri Trang Agro-Industry Public Company Limited"
"IID000000002149102","Yuan Heng Gas Holdings Limited"
"IID000000002179315","Per Aarsleff A/S"
"IID000000002163262","CYCLACEL PHARMACEUTICALS, INC."
"IID000000002185991","TXC CORPORATION"
"IID000000002145068","TITAN CEMENT COMPANY S.A."
"IID000000002168697","HIKARI TSUSHIN, INC."
"IID000000002185858","TOKYU LAND CORPORATION"
"IID000000002183768","Siltronic AG"
"IID000000002132113","BUREAU VERITAS S.A."
"IID000000002159575","TGB Banquets and Hotels Ltd"
"IID000000002126977","I'rom Group Co.,Ltd."
"IID000000002170274","IMDEX LTD"
"IID000000002138982","UNITIL CORPORATION"
"IID000000002169693","WINGTECH TECHNOLOGY CO., LTD"
"IID000000002146743","Sino-Thai Engineering and Construction Public Company Limited"
"IID000000002159897","BOLLORE S.A."
"IID000000002123714","STRYKER CORPORATION"
"IID000000002165808","EUTELSAT COMMUNICATIONS S.A."
"IID000000002164511","Dupnitsa-Tabac AD-Dupnitsa"
"IID000000002131113","POSLOVNI SISTEM MERCATOR d.d."
"IID000000002188863","VILMORIN & CIE S.A."
"IID000000002174512","MUSASHI SEIMITSU INDUSTRY CO.,LTD."
"IID000000002182601","HANWHA AEROSPACE CO., LTD."
"IID000000002183726","SIGNATURE BANK"
"IID000000002188154","PT United Tractors Tbk"
"IID000000002140261","AMETEK, INC."
"IID000000002137287","APG SGA SA"
"IID000000002149101","ARMSTRONG WORLD INDUSTRIES, INC."
"IID000000002132830","KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
"IID000000002139977","Kuwait Projects Company Holding KSCP"
"IID000000002168823","HNA Infrastructure Company Limited"
"IID000000002146441","Valamar Riviera dd"
"IID000000002136809","Smurfit-Stone Container Corporation"
"IID000000002163556","Dai Nippon Printing Co., Ltd."
"IID000000002144768","ALTEN S.A."
"IID000000002171693","JACKSONVILLE BANCORP, INC."
"IID000000002199897","Chicago Bridge & Iron Company N.V."
"IID000000002163293","D. Carnegie & Co Aktiebolag"
"IID000000002148694","Brookfield Asset Management Inc."
"IID000000002154294","Simran Farms Ltd"
"IID000000002227067","MIZUHO FINANCE (CAYMAN) LIMITED"
"IID000000002126197","Mycronic AB (publ)"
"IID000000002202086","OKLAHOMA GAS AND ELECTRIC COMPANY"
"IID000000002161375","Central Azucarera de Tarlac Inc"
"IID000000002125590","NIPPON CHEMI-CON CORPORATION"
"IID000000002125187","COUSINS PROPERTIES INCORPORATED"
"IID000000002169413","HITACHI CAPITAL (UK) PLC"
"IID000000002185732","FORTUM PAO"
"IID000000002174323","MEDINET Co.,Ltd."
"IID000000002123853","DESTINATION XL GROUP, INC."
"IID000000002133580","GOOD SPIRITS HOSPITALITY LIMITED"
"IID000000002158229","ATLANTIC GRUPA d.d."
"IID000000002174759","PT Mandom Indonesia Tbk"
"IID000000002200226","DEUTSCHE BANK CONTINGENT CAPITAL TRUST V"
"IID000000002177407","Nippon Paper Industries Co., Ltd."
"IID000000002169355","HILL INTERNATIONAL, INC."
"IID000000002153566","RAMBUS INC."
"IID000000002153590","SONIC CORP."
"IID000000002144933","Sfinks Polska SA"
"IID000000002172750","Kingdee International Software Group Company Limited"
"IID000000002163406","DIP Corporation"
"IID000000002133967","China Oceanwide International Financial Limited"
"IID000000002226086","Deutsche Finance (Netherlands) B.V."
"IID000000002179606","PINAR ENTEGRE ET VE UN SANAYII ANONIM SIRKETI"
"IID000000002143514","IPSOS S.A."
"IID000000002224532","WASHINGTON MUTUAL BANK"
"IID000000002147393","WEIS MARKETS, INC."
"IID000000002124839","Cemedine Co Ltd"
"IID000000002138327","Jiangsu Hengshun Vinegar-Industry Co., Ltd."
"IID000000002190131","YINSON HOLDINGS BERHAD."
"IID000000002166368","Fidessa Group PLC"
"IID000000002149408","EMAMI LTD"
"IID000000002145270","PROTECTIVE LIFE CORPORATION"
"IID000000002124163","China Railway Group Limited"
"IID000000002171665","JSR Corporation"
"IID000000002160261","BUFFALO WILD WINGS, INC."
"IID000000002142094","CEMENTOS ARGOS S.A."
"IID000000002162130","CITRIX SYSTEMS, INC."
"IID000000002126110","Kafrit Industries 1993 Ltd"
"IID000000002181471","RICOH INDIA LIMITED"
"IID000000002148582","SEMPIO COMPANY"
"IID000000002140785","KCP&L GREATER MISSOURI OPERATIONS COMPANY"
"IID000000002125624","CREDIT AGRICOLE SA"
"IID000000002228511","UNEDIC"
"IID000000002140701","LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED"
"IID000000002137927","GOL Linhas Aereas Inteligentes S.A."
"IID000000002158257","Atlas Copco Aktiebolag"
"IID000000002142973","SOCIETE FINANCIERE IGM INC."
"IID000000002199527","THE BERKELEY GROUP HOLDINGS PLC"
"IID000000002148881","CREE, INC."
"IID000000002228290","FLEET CAPITAL TRUST V"
"IID000000002152175","AV HOMES, INC."
"IID000000002152837","ORION GROUP HOLDINGS, INC."
"IID000000002164257","Dockwise Ltd."
"IID000000002173663","LEGAL & GENERAL GROUP PLC"
"IID000000002163849","Delmon Poultry Co BSC"
"IID000000002135694","ROYAL HOLDINGS Co., Ltd."
"IID000000002159836","BLUE SQUARE REAL ESTATE LTD"
"IID000000002205575","HOSPITALITY PROPERTY FUND LIMITED"
"IID000000002186484","Telia Company AB"
"IID000000002150279","CHINA KANGDA FOOD COMPANY LIMITED"
"IID000000002181294","REC SILICON ASA"
"IID000000002128829","SEQUENT SCIENTIFIC LIMITED"
"IID000000002227984","BANQUE POPULAIRE ATLANTIQUE S.A."
"IID000000002223603","WESTERN MASSACHUSETTS ELECTRIC COMPANY"
"IID000000002143722","Kanamoto Co., Ltd."
"IID000000002189291","Wartsila Oyj Abp"
"IID000000002136709","LUMIBIRD SA"
"IID000000002180013","PRAXAIR, INC."
"IID000000002124835","Ci:z Holdings Co., Ltd."
"IID000000002124140","BLUE STAR LIMITED"
"IID000000002155163","President Bakery PCL"
"IID000000002227194","BAE SYSTEMS FINANCE INC."
"IID000000002125581","China Merchants Energy Shipping Co., Ltd."
"IID000000002156841","Allianz SE"
"IID000000002158990","China Construction Bank (Brasil) Banco Multiplo S.A."
"IID000000002153491","PACIFIC PREMIER BANCORP, INC."
"IID000000002156079","AXA CREDIT S.A."
"IID000000002161824","China Medical System Holdings Limited"
"IID000000002156553","Al Bilad Medical Services Company PSC"
"IID000000002215470","Credit Suisse Hedging-Griffo Corretora de Valores S.A."
"IID000000002226995","B&D HOLDINGS, INC."
"IID000000002155572","SAFG RETIREMENT SERVICES, INC."
"IID000000002134790","GOLDEN MEDITECH HOLDINGS LIMITED"
"IID000000002182167","SINANEN HOLDINGS CO., LTD."
"IID000000002135792","ETABLISSEMENTS MAUREL ET PROM S.A."
"IID000000002155689","Applied Technology Co Ltd"
"IID000000002181745","ROWSLEY LTD."
"IID000000002163573","DAIRY FARM INTERNATIONAL HOLDINGS LIMITED"
"IID000000002165474","EPR PROPERTIES"
"IID000000002132205","C.P. POKPHAND CO. LTD."
"IID000000002125948","EASTERN COMMUNICATIONS CO., LTD."
"IID000000002175367","MERCIALYS S.A."
"IID000000002184743","THE ST. JOE COMPANY"
"IID000000002183547","SHIP FINANCE INTERNATIONAL LIMITED"
"IID000000002227192","MOSCOW, CITY OF"
"IID000000002132445","SOUTH CHINA HOLDINGS COMPANY LIMITED"
"IID000000002141325","Sagami Rubber Industries Co Ltd"
"IID000000002141096","NATORI CO., LTD."
"IID000000002164757","EXCO RESOURCES, INC."
"IID000000002129783","PCB SA"
"IID000000002135824","TEN ALLIED CO.,LTD."
"IID000000002184739","ST. MODWEN PROPERTIES PLC"
"IID000000002127878","OBAYASHI CORPORATION"
"IID000000002124247","XINHUA WINSHARE PUBLISHING AND MEDIA CO., LTD."
"IID000000002161871","China Minsheng Financial Holding Corp Ltd"
"IID000000002225056","REVLON CONSUMER PRODUCTS CORPORATION"
"IID000000002174374","MICRONICS JAPAN CO.,LTD."
"IID000000002174453","MORITA HOLDINGS CORPORATION"
"IID000000002154345","TAT HONG HOLDINGS LTD"
"IID000000002153049","PERPETUAL INCOME AND GROWTH INVESTMENT TRUST PLC"
"IID000000002141650","THE COOPER COMPANIES, INC."
"IID000000002131965","YUNDA Holding CO., Ltd."
"IID000000002127079","VPR Brands LP"
"IID000000002184466","SOUTHERN FIRST BANCSHARES, INC."
"IID000000002182686","SANTAM Ltd"
"IID000000002158842","BUNKYODO GROUP HOLDINGS CO.,LTD."
"IID000000002175128","Meda Aktiebolag"
"IID000000002183526","Shinhan Financial Group Co., Ltd."
"IID000000002165770","EURONAV N.V."
"IID000000002181048","RATIONAL Aktiengesellschaft"
"IID000000002179792","PunaMusta Media Oyj"
"IID000000002149971","BANCA CARIGE S.P.A. - CASSA DI RISPARMIO DI GENOVA E IMPERIA"
"IID000000002134521","TOMEN ELECTRONICS CORPORATION"
"IID000000002180867","Rabigh Refining and Petrochemical Company SJSC"
"IID000000002174270","MATSUDA SANGYO Co.,Ltd."
"IID000000002183339","Everbright Jiabao Co., Ltd."
"IID000000002160323","Burgan Bank S.A.K.P"
"IID000000002157782","Ardentec Corporation"
"IID000000002145287","SKYWORKS SOLUTIONS, INC."
"IID000000002124768","Hero MotoCorp Ltd"
"IID000000002227113","CAISSES D'EPARGNE PARTICIPATIONS S.A."
"IID000000002140654","CHINA DISPLAY OPTOELECTRONICS TECHNOLOGY HOLDINGS LIMITED"
"IID000000002132616","ISUZU MOTORS LIMITED"
"IID000000002200503","Enbridge Income Fund Holdings Inc."
"IID000000002132005","Suning Universal Co.,Ltd"
"IID000000002169500","HOME BANCSHARES, INC."
"IID000000002201095","INDIANAPOLIS POWER & LIGHT COMPANY"
"IID000000002129028","Pasona Group Inc."
"IID000000002155623","ALJ REGIONAL HOLDINGS, INC."
"IID000000002165245","Emirates Bank International"
"IID000000002225516","LYB Finance Company B.V."
"IID000000002181006","THE RANK GROUP PLC"
"IID000000002128929","Piedmont Natural Gas Company, Inc"
"IID000000002168104","Goodyear Lastikleri TAS"
"IID000000002145503","SUN INTERNATIONAL LIMITED"
"IID000000002144886","Global Investment House K.S.C.C."
"IID000000002162871","conwert Immobilien Invest SE"
"IID000000002138604","SNC-LAVALIN GROUP INC."
"IID000000002155992","ACAL PLC"
"IID000000002146580","HOCK SENG LEE BERHAD"
"IID000000002132455","Yip's Chemical Holdings Limited"
"IID000000002166157","FAIRPOINT COMMUNICATIONS, INC."
"IID000000002162695","XPO CNW, INC."
"IID000000002227086","MEDIOCREDITO ITALIANO S.P.A."
"IID000000002167050","Fuji Heavy Industries Ltd."
"IID000000002164377","DOUBLE COIN HOLDINGS LTD."
"IID000000002145138","SIMULATIONS PLUS, INC."
"IID000000002144196","Groupe d'Alimentation MTY Inc."
"IID000000002179303","PEOPLES FINANCIAL SERVICES CORP."
"IID000000002158749","BMC SOFTWARE, INC."
"IID000000002131802","Edelweiss Financial Services Limited"
"IID000000002182020","SOUTH STATE CORPORATION"
"IID000000002185886","TOTOKU ELECTRIC CO., LTD."
"IID000000002137216","LA BANQUE TORONTO-DOMINION"
"IID000000002156089","FALCK RENEWABLES S.P.A."
"IID000000002184391","PT Sorini Agro Asia Corporindo Tbk"
"IID000000002226160","Deutsche Bank AG"
"IID000000002144673","Helixmith Co., Ltd"
"IID000000002158795","BR PROPERTIES S.A."
"IID000000002162945","Coronation Fund Managers Ltd"
"IID000000002182992","Invuo Technologies AB"
"IID000000002182054","SEI INVESTMENTS COMPANY"
"IID000000002159252","Barunson Co., Ltd."
"IID000000002161997","CHUAN HUP HOLDINGS LIMITED"
"IID000000002144144","MISUMI Group Inc."
"IID000000002128706","WEST MARINE, INC."
"IID000000002171903","Meinian Onehealth Healthcare Holdings Co., Ltd."
"IID000000002140628","CASTROL INDIA LIMITED"
"IID000000002185976","TV Asahi Holdings Corporation"
"IID000000002184880","STATOIL ASA"
"IID000000002173085","PT Kresna Graha Investama Tbk"
"IID000000002176811","NATIONAL BANK OF PAKISTAN"
"IID000000002216908","Landesbank Hessen-Thueringen Girozentrale"
"IID000000002132433","CREDICORP LTD."
"IID000000002127767","Nicox SA"
"IID000000002173587","LE SAUNDA HOLDINGS LIMITED"
"IID000000002126576","GW Pharmaceuticals PLC"
"IID000000002124078","PT Bank JTrust Indonesia Tbk"
"IID000000002161445","CENTURYLINK, INC."
"IID000000002188547","Value Partners Group Ltd"
"IID000000002166990","FRESH DEL MONTE PRODUCE INC."
"IID000000002228678","HCOB Finance (Guernsey) Limited"
"IID000000002188147","UNITED STATES LIME & MINERALS, INC."
"IID000000002153975","TC Energy Corporation"
"IID000000002186457","PT Telekomunikasi Indonesia (Persero) Tbk"
"IID000000002165250","EMISPHERE TECHNOLOGIES, INC."
"IID000000002167716","GETTY REALTY CORP."
"IID000000002134488","SINBON ELECTRONICS CO.,LTD."
"IID000000002228316","Inversiones CMPC S.A."
"IID000000002149128","YAHAGI CONSTRUCTION CO.,LTD."
"IID000000002182273","TPG TELECOM LIMITED"
"IID000000002163952","Deutsche Telekom AG"
"IID000000002153655","SIMONDS FARSONS CISK P.L.C."
"IID000000002228698","ARAUCO ARGENTINA S.A"
"IID000000002143979","MITIE GROUP PLC"
"IID000000002146677","Zhengzhou Yutong Bus Co., Ltd."
"IID000000002126796","PT Timah (Persero) Tbk"
"IID000000002183085","EL PACIFICO VIDA COMPANIA DE SEGUROS Y REASEGUROS S.A."
"IID000000002156305","Aegean Airlines SA"
"IID000000002137448","State Bank of Bikaner and Jaipur"
"IID000000002127849","ODK PERMSKIYE MOTORY AO"
"IID000000002125903","Medikit Co Ltd"
"IID000000002128337","3I GROUP PLC"
"IID000000002151252","KUO YANG CONSTRUCTION CO.,LTD"
"IID000000002135413","MBIA INC."
"IID000000002183319","BEIJING ENTERPRISES WATER GROUP LIMITED"
"IID000000002170593","IHS INC."
"IID000000002179044","PARAMOUNT RESOURCES LTD."
"IID000000002164706","ENSCO ROWAN PLC"
"IID000000002173192","KUWAIT FINANCE HOUSE K.S.C"
"IID000000002199863","CENTRAL MAINE POWER COMPANY"
"IID000000002169292","HiQ International AB"
"IID000000002132676","Japan Digital Laboratory Co Ltd"
"IID000000002202343","Precision Drilling Corporation"
"IID000000002125956","BERENDSEN LIMITED"
"IID000000002166859","Fortress Resorts Plc"
"IID000000002170047","INTELLIGENT WAVE INC."
"IID000000002185818","Tohoku Chemical Co Ltd"
"IID000000002140584","AXISCADES Engineering Technologies Ltd"
"IID000000002141186","TOHO CO., LTD."
"IID000000002206985","NEWS CORPORATION FINANCE TRUST"
"IID000000002165960","EZION HOLDINGS LIMITED"
"IID000000002133666","Bank Linth LLB AG"
"IID000000002134908","Kangmei Pharmaceutical Co., Ltd."
"IID000000002185615","TAEYOUNG Engineering & Construction Co.,Ltd."
"IID000000002170666","Inner Mongolia Yitai Coal Co., Ltd."
"IID000000002188772","VICEROY HOTELS LIMITED"
"IID000000002135810","MphasiS Ltd"
"IID000000002134781","ISKANDAR WATERFRONT CITY BERHAD"
"IID000000002159116","Bank of Beijing Co., Ltd."
"IID000000002188557","Van de Velde NV"
"IID000000002161420","Centric Holdings SA"
"IID000000002137038","OMEGA PROTEIN CORPORATION"
"IID000000002179294","PEOPLES BANCORP"
"IID000000002161448","CERA SANITARYWARE LIMITED"
"IID000000002158269","ATMOS ENERGY CORPORATION"
"IID000000002159108","BANK ZACHODNI WBK SPOLKA AKCYJNA"
"IID000000002178440","Oesterreichische Post Aktiengesellschaft"
"IID000000002125198","CIR S.p.A. - Compagnie Industriali Riunite"
"IID000000002190186","Pharmicell Co.,Ltd."
"IID000000002138854","SHINKONG SYNTHETIC FIBER CORPORATION"
"IID000000002149386","Enghouse Systems Limited"
"IID000000002138206","JUTLANDER BANK A/S"
"IID000000002135759","Unilever Pakistan Foods Ltd"
"IID000000002135451","SSE PLC"
"IID000000002128710","SUFFOLK BANCORP."
"IID000000002126629","PT Danayasa Arthatama Tbk"
"IID000000002153506","PZ CUSSONS PLC"
"IID000000002151642","PT Sona Topas Tourism Industry Tbk"
"IID000000002139066","LA POSITIVA SEGUROS Y REASEGUROS S.A."
"IID000000002130919","OCEAN SYSTEM CORPORATION"
"IID000000002228767","AGC CAPITAL, INC."
"IID000000002199392","ATLANTIC CITY ELECTRIC COMPANY"
"IID000000002136751","PHARMOS CORPORATION"
"IID000000002226818","WYSE TECHNOLOGY L.L.C."
"IID000000002132233","ZHEJIANG EXPRESSWAY CO., LTD."
"IID000000002159786","BLACK BOX CORPORATION"
"IID000000002151212","HUANG HSIANG CONSTRUCTION CORPORATION"
"IID000000002162314","COCA-COLA AMATIL LIMITED"
"IID000000002138094","WIRELESS GROUP PLC"
"IID000000002169462","Hokuhoku Financial Group, Inc."
"IID000000002158757","BNC Bancorp"
"IID000000002178349","Orient Semiconductor Electronics, Limited"
"IID000000002138347","PALACE CAPITAL PLC"
"IID000000002132971","E. I. DU PONT DE NEMOURS AND COMPANY"
"IID000000002175207","MEDIPAL HOLDINGS CORPORATION"
"IID000000002223492","Province of Nova Scotia"
"IID000000002172298","KOKUYO CO., LTD."
"IID000000002170513","Industrias CH, S. A. B. de C. V."
"IID000000002128975","Lux Island Resorts Ltd"
"IID000000002124846","China Eastern Airlines Corporation Limited"
"IID000000002151480","GAFISA S.A."
"IID000000002182195","SKC LTD"
"IID000000002172927","KONE Oyj"
"IID000000002163699","Data#3 Ltd"
"IID000000002178211","Trention AB"
"IID000000002148914","OSG Corporation"
"IID000000002158642","B2W - Companhia Digital"
"IID000000002155698","ARATA CORPORATION"
"IID000000002226628","Bayerische Landesbank (New York Branch)"
"IID000000002140868","Shanghai Fudan Microelectronics Group Company Limited"
"IID000000002133171","Genfit SA"
"IID000000002183146","Senao Networks, Inc."
"IID000000002166222","FARMER BROS. CO."
"IID000000002151903","Jiangling Motors Corporation, Ltd."
"IID000000002151489","Grupo Modelo, S.A.B. de C.V."
"IID000000002128743","PPG INDUSTRIES, INC."
"IID000000002144228","Fluidra, S.A."
"IID000000002126242","HEALTH MANAGEMENT INTERNATIONAL LTD"
"IID000000002140250","HENDERSON LAND DEVELOPMENT COMPANY LIMITED"
"IID000000002159452","Benesse Holdings, Inc."
"IID000000002139041","MASHREQ BANK PSC"
"IID000000002178999","Papeles y Cartones de Europa, S.A."
"IID000000002163269","Cydsa, S.A.B. de C.V"
"IID000000002123746","AXA S.A."
"IID000000002136685","PREFORMED LINE PRODUCTS COMPANY"
"IID000000002131486","WEST VIRGINIA-AMERICAN WATER COMPANY"
"IID000000002165575","EQUITY ONE, INC."
"IID000000002178363","ORIENTAL UNION CHEMICAL CORP.,"
"IID000000002150266","GUANGNAN (HOLDINGS) LIMITED"
"IID000000002163660","DAOU TECHNOLOGY INC"
"IID000000002137272","YAZICILAR HOLDING ANONIM SIRKETI"
"IID000000002130305","SAMSUNG ENGINEERING CO.,LTD"
"IID000000002124967","THE INDIA CEMENTS LIMITED"
"IID000000002149661","CHURCH & DWIGHT CO., INC."
"IID000000002145302","Vascular Solutions, Inc."
"IID000000002171555","J-OIL MILLS, INC."
"IID000000002165705","ETABLISSEMENTEN FRANZ COLRUYT NV"
"IID000000002142122","GENMAB A/S"
"IID000000002200828","VALENER INC."
"IID000000002189926","CMBC CAPITAL HOLDINGS LIMITED"
"IID000000002133302","ORANGE S.A."
"IID000000002165295","Empresa Nacional de Electricidad Sociedad Anonima"
"IID000000002167468","GAS NATURAL DE LIMA Y CALLAO S.A."
"IID000000002180227","Liminal BioSciences Inc."
"IID000000002126184","L E Lundbergforetagen Aktiebolag (publ)"
"IID000000002175562","MICHAEL PAGE INTERNATIONAL PLC"
"IID000000002146050","TECH MAHINDRA LIMITED"
"IID000000002159066","BANK BPH SPOLKA AKCYJNA"
"IID000000002139917","Lucara Diamond Corp"
"IID000000002127104","Mapletree Logistics Trust"
"IID000000002173358","LUMENS CO., LTD."
"IID000000002177748","NUCOR CORPORATION"
"IID000000002183311","Shandong Oriental Ocean Sci-Tech Co., Ltd."
"IID000000002187534","Tsingtao Brewery Company Limited"
"IID000000002166854","AGEAS SA"
"IID000000002181944","SALA CORPORATION"
"IID000000002153151","Gulf Hotel Group BSC"
"IID000000002163107","CREW ENERGY INC."
"IID000000002125951","HAP SENG CONSOLIDATED BERHAD"
"IID000000002202798","SOCIEDAD QUIMICA Y MINERA DE CHILE S.A."
"IID000000002141319","Earth Corporation"
"IID000000002129711","Seria Co., Ltd."
"IID000000002153966","Omnicane Limited"
"IID000000002144927","LEXICON PHARMACEUTICALS, INC."
"IID000000002183665","Sichuan Shuangma Cement Co., Ltd."
"IID000000002189118","VRANKEN-POMMERY MONOPOLE S.A."
"IID000000002132508","AMICUS THERAPEUTICS, INC."
"IID000000002151062","EAGLE PHARMACEUTICALS, INC."
"IID000000002159010","BANCO DE BOGOTA S.A."
"IID000000002149667","PT Citra Marga Nusaphala Persada Tbk"
"IID000000002163624","TORM A/S"
"IID000000002178624","PIOLAX,INC."
"IID000000002132623","CRAFT BREW ALLIANCE, INC."
"IID000000002151545","Grendene SA"
"IID000000002199724","BUCKEYE PARTNERS, L.P."
"IID000000002149941","Alacer Gold Corp."
"IID000000002178102","Oman Flour Mills Company SAOG"
"IID000000002149020","BAYER CROPSCIENCE LIMITED"
"IID000000002189621","WINCANTON PLC"
"IID000000002170472","Indraprastha Gas Ltd"
"IID000000002127438","SENSHUKAI CO.,LTD."
"IID000000002168947","HANSUNG ENTERPRISE CO.,LTD"
"IID000000002139134","TSL Ltd"
"IID000000002124754","M2 GROUP LTD"
"IID000000002149292","FUNAI ELECTRIC CO.,LTD."
"IID000000002169209","HENDERSON INVESTMENT LIMITED"
"IID000000002141513","WPP AUNZ LTD"
"IID000000002188896","Vinzavod AD"
"IID000000002189259","WALSIN TECHNOLOGY CORPORATION"
"IID000000002173461","LANCASHIRE HOLDINGS LIMITED"
"IID000000002165222","ATEA ASA"
"IID000000002169138","Hefei Meiling Company Limited"
"IID000000002196415","COPANO ENERGY, L.L.C."
"IID000000002144673","ViroMed Co., Ltd."
"IID000000002163416","DLF LIMITED"
"IID000000002134140","The Daiei,Inc."
"IID000000002173226","Kyodo Printing Co., Ltd."
"IID000000002225986","THE ISRAEL ELECTRIC CORP. LTD."
"IID000000002150272","ENBRIDGE ENERGY MANAGEMENT, L.L.C."
"IID000000002128377","AIR MAURITIUS LIMITED"
"IID000000002123962","Tieto Oyj"
"IID000000002124607","Tech Pro Technology Development Limited"
"IID000000002166799","FORD MOTOR COMPANY"
"IID000000002144825","POSIFLEX TECHNOLOGY, INC."
"IID000000002182371","INESA INTELLIGENT TECH INC."
"IID000000002143282","Heidelberger Druckmaschinen Aktiengesellschaft"
"IID000000002141736","DENKI KOGYO CO.,LTD."
"IID000000002135175","National Agricultural Holdings Limited"
"IID000000002179001","HUHTAMAKI PPL LIMITED"
"IID000000002157478","Anhui Zhongding Sealing Parts Co., Ltd."
"IID000000002151003","pferdewetten.de AG"
"IID000000002137850","Green World Hotels Co., Ltd."
"IID000000002179076","PARKSON HOLDINGS BERHAD"
"IID000000002128027","PETROBRAS ARGENTINA S.A."
